"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.252664225E1,3.317354441E0,1.655703902E0,-1.079337239E0,3.861497737E0
1.253664525E1,3.466261387E0,1.059972048E0,-8.897835612E-1,3.732321467E0
1.254664825E1,3.409792900E0,4.039758146E-1,-7.147502303E-1,3.507242788E0
1.255665025E1,3.316162586E0,-7.726068795E-2,-5.218655467E-1,3.357863482E0
1.256665325E1,3.184503317E0,-4.572663307E-1,-3.983127475E-1,3.241729001E0
1.257665625E1,2.978424788E0,-7.320977449E-1,-3.669057488E-1,3.088948227E0
1.258665925E1,2.750412226E0,-8.563536406E-1,-4.362683296E-1,2.913492582E0
1.259666225E1,2.513250828E0,-8.153492808E-1,-5.483470559E-1,2.698501189E0
1.260666425E1,2.270236015E0,-6.780022979E-1,-6.549741626E-1,2.458180188E0
1.261666725E1,2.025278568E0,-4.663773477E-1,-7.348424196E-1,2.204371677E0
1.262667025E1,1.778568864E0,-2.341084331E-1,-7.817881107E-1,1.956861419E0
1.263667325E1,1.544425726E0,-7.418677211E-2,-7.829231024E-1,1.733125236E0
1.264667525E1,1.326864362E0,2.216080390E-2,-7.652019262E-1,1.531859695E0
1.265667825E1,1.102133989E0,4.920622334E-2,-7.579177022E-1,1.338491623E0
1.266668125E1,8.862043619E-1,-1.233916264E-2,-7.515056133E-1,1.162011666E0
1.267668425E1,6.669739485E-1,-1.241257936E-1,-7.522007227E-1,1.012949845E0
1.268668725E1,4.467912316E-1,-2.437922657E-1,-7.562202215E-1,9.115514779E-1
1.269668933E1,2.354156524E-1,-3.495733738E-1,-7.559421659E-1,8.654886661E-1
1.270669233E1,3.595340997E-2,-4.440237284E-1,-7.500523329E-1,8.723693146E-1
1.271669533E1,-1.604708880E-1,-5.256684422E-1,-7.251229882E-1,9.098799729E-1
1.272669833E1,-3.333542347E-1,-6.035722494E-1,-7.056025863E-1,9.865594335E-1
1.273670033E1,-4.771797359E-1,-7.122405171E-1,-6.831608415E-1,1.096218860E0
1.274670333E1,-5.754876733E-1,-8.483104706E-1,-6.481461525E-1,1.212810847E0
1.275670633E1,-6.306625009E-1,-9.282441735E-1,-6.027246118E-1,1.273832561E0
1.276670933E1,-6.454166770E-1,-9.693806767E-1,-5.416191816E-1,1.284372579E0
1.277671233E1,-6.215125322E-1,-9.430532455E-1,-4.795258641E-1,1.227017647E0
1.278671433E1,-5.368674397E-1,-7.883182764E-1,-4.654124379E-1,1.061263912E0
1.279671733E1,-4.051040113E-1,-5.596279502E-1,-4.969763160E-1,8.510453344E-1
1.280672033E1,-2.623300850E-1,-3.095012009E-1,-5.444396734E-1,6.789864689E-1
1.281672333E1,-1.078827307E-1,-8.781848848E-2,-5.793055892E-1,5.957732255E-1
1.282672633E1,2.253280021E-2,1.685359702E-2,-5.832880735E-1,5.839663925E-1
1.283672833E1,1.072549075E-1,2.991856635E-2,-5.578029156E-1,5.688082528E-1
1.284673133E1,1.587977260E-1,-3.617602959E-2,-5.056065917E-1,5.311905953E-1
1.285673433E1,1.738741547E-1,-1.156165302E-1,-4.474779963E-1,4.937974898E-1
1.286673733E1,1.522484869E-1,-1.786056012E-1,-3.823341429E-1,4.486189467E-1
1.287673933E1,8.587146550E-2,-2.363136411E-1,-3.130698800E-1,4.015355468E-1
1.288674233E1,-1.081698947E-2,-3.150800765E-1,-2.449310124E-1,3.992288350E-1
1.289674533E1,-1.350202560E-1,-4.051426947E-1,-1.850720942E-1,4.654274945E-1
1.290674833E1,-2.771148086E-1,-5.283544064E-1,-1.442034841E-1,6.137960905E-1
1.291675133E1,-4.358752370E-1,-6.739060283E-1,-1.455111355E-1,8.156654018E-1
1.292675333E1,-6.389535069E-1,-7.319086194E-1,-1.240998507E-1,9.794654584E-1
1.293675633E1,-7.920316458E-1,-7.931085229E-1,-1.019013301E-1,1.125486179E0
1.294675933E1,-8.594991565E-1,-8.492609859E-1,-7.427183539E-2,1.210578096E0
1.295676233E1,-8.083053827E-1,-7.448795438E-1,-4.884513840E-2,1.100267683E0
1.296676533E1,-6.852745414E-1,-4.108824134E-1,-5.330007523E-2,8.007911418E-1
1.297676733E1,-5.298144221E-1,3.012346029E-1,-7.520537078E-2,6.140858700E-1
1.298677033E1,-3.444959223E-1,1.137893319E0,-1.258885264E-1,1.195544465E0
1.299677333E1,-1.467153281E-1,1.766846895E0,-1.921953410E-1,1.783315000E0
1.300677633E1,-8.927909657E-3,2.045896053E0,-2.485318482E-1,2.060955712E0
1.301677833E1,1.778712124E-2,2.025122166E0,-2.689130306E-1,2.042975865E0
1.302678133E1,-1.003760025E-1,1.791830420E0,-2.139366120E-1,1.807346251E0
1.303678433E1,-3.081708252E-1,1.506731987E0,-8.812806010E-2,1.540447043E0
1.304678733E1,-5.186308622E-1,1.289343715E0,1.297877580E-1,1.395790116E0
1.305679033E1,-6.956852078E-1,1.033730507E0,3.456434906E-1,1.293076213E0
1.306679233E1,-7.868257761E-1,7.455162406E-1,4.500687122E-1,1.173648633E0
1.307679533E1,-7.967928648E-1,5.915591717E-1,4.356302023E-1,1.083787247E0
1.308679833E1,-6.439815164E-1,4.425723851E-1,3.152318895E-1,8.425874753E-1
1.309680133E1,-3.493205011E-1,3.579143882E-1,1.652134657E-1,5.267096078E-1
1.310680333E1,7.665053010E-3,3.362924457E-1,4.246623814E-2,3.390497654E-1
1.311680633E1,3.538617790E-1,3.667263091E-1,-8.790248632E-2,5.171394314E-1
1.312680933E1,6.435095668E-1,4.205636978E-1,-2.637345195E-1,8.127326025E-1
1.313681233E1,8.760331273E-1,5.075297356E-1,-4.104997218E-1,1.092488212E0
1.314681533E1,1.029222250E0,6.357125044E-1,-5.243026018E-1,1.318454416E0
1.315681733E1,1.117999196E0,7.515918016E-1,-5.918153524E-1,1.471413555E0
1.316682033E1,1.155158877E0,8.327414989E-1,-5.787557364E-1,1.537143012E0
1.317682333E1,1.142217994E0,8.929762244E-1,-5.155333877E-1,1.538779762E0
1.318682633E1,1.080308795E0,9.071636796E-1,-3.811787665E-1,1.461270093E0
1.319682833E1,9.832977653E-1,8.301715255E-1,-1.265369952E-1,1.293085793E0
1.320683133E1,8.288133740E-1,7.203637958E-1,1.698142439E-1,1.111167172E0
1.321683433E1,6.008430719E-1,6.153919101E-1,4.471856654E-1,9.693784707E-1
1.322683733E1,3.282027245E-1,3.796049356E-1,6.421937346E-1,8.150029008E-1
1.323684033E1,1.098115444E-1,1.380843222E-1,6.336113214E-1,6.577151070E-1
1.324684233E1,-3.516961634E-2,-3.621185571E-2,4.874069095E-1,4.900139751E-1
1.325684533E1,-1.199804768E-1,-2.165571004E-1,3.280105591E-1,4.109540357E-1
1.326684833E1,-1.621726751E-1,-3.334240615E-1,2.355338782E-1,4.392582261E-1
1.327685133E1,-1.553095281E-1,-3.269354999E-1,1.980800629E-1,4.126058433E-1
1.328685433E1,-9.943081439E-2,-3.014881909E-1,1.902929842E-1,3.701257029E-1
1.329685633E1,-2.252343297E-2,-2.430495620E-1,1.812315732E-1,3.040152591E-1
1.330685933E1,7.635493577E-2,-1.877122670E-1,1.637252867E-1,2.605224384E-1
1.331686233E1,1.834839135E-1,-1.206128597E-1,1.481161267E-1,2.648625973E-1
1.332686533E1,2.770724893E-1,-5.904031172E-2,1.380917281E-1,3.151574973E-1
1.333686733E1,3.525083959E-1,-6.845674943E-3,1.354242116E-1,3.776886940E-1
1.334687033E1,4.114904702E-1,1.693395711E-2,1.367070526E-1,4.339354608E-1
1.335687333E1,4.390598536E-1,1.863114163E-2,1.322901249E-1,4.589350189E-1
1.336687633E1,4.111603200E-1,1.959360950E-2,1.169170365E-1,4.279092330E-1
1.337687933E1,3.264329731E-1,7.944453508E-3,8.389455825E-2,3.371348353E-1
1.338688133E1,2.038652301E-1,-3.374173865E-2,4.105814546E-2,2.106782102E-1
1.339688433E1,7.713296264E-2,-5.247617140E-2,-3.534104209E-3,9.335808687E-2
1.340688733E1,-3.188508097E-3,-4.591014981E-2,-4.184687138E-2,6.220184148E-2
1.341689033E1,-2.009109780E-2,-1.499208808E-2,-7.293847948E-2,7.712610910E-2
1.342689233E1,1.272463799E-2,2.047109604E-2,-9.952561557E-2,1.024027848E-1
1.343689533E1,9.543242306E-2,6.256900728E-2,-1.199887991E-1,1.655884656E-1
1.344689833E1,1.958162785E-1,1.573165506E-1,-1.625653058E-1,2.991989149E-1
1.345690133E1,2.644407749E-1,2.248898894E-1,-1.995726675E-1,4.004168270E-1
1.346690433E1,2.720491588E-1,2.383636087E-1,-2.153351307E-1,4.209479460E-1
1.347690633E1,-6.563004851E-2,2.276566774E-1,-1.690314561E-1,2.910438097E-1
1.348690933E1,-2.419353127E-1,-1.531607062E-1,-1.132728532E-1,3.079312208E-1
1.349691233E1,-2.951587141E-1,-3.951577544E-1,-8.754813671E-2,5.009321247E-1
1.350691533E1,-2.076147199E-1,-5.302934647E-1,-7.500358671E-2,5.744045339E-1
1.351691733E1,-4.628750682E-2,-6.476070881E-1,-6.335091591E-2,6.523425575E-1
1.352692033E1,1.482292563E-1,-6.930744052E-1,-7.690214366E-2,7.129081170E-1
1.353692333E1,3.238672912E-1,-7.278650999E-1,-8.897937089E-2,8.016202058E-1
1.354692633E1,3.731807768E-1,-7.803463936E-1,-8.962918073E-2,8.696193283E-1
1.355692933E1,2.254904956E-1,-8.762419820E-1,-1.045700684E-1,9.108133035E-1
