"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
6.174863458E0,-2.010833025E0,3.637301028E-1,1.520498842E-1,2.049114006E0
6.184866458E0,-2.225373507E0,2.781124115E-1,2.015122473E-1,2.251719552E0
6.194869458E0,-2.460597754E0,2.009344697E-1,2.679249942E-1,2.483284069E0
6.204871458E0,-2.810198069E0,1.258349270E-1,2.642754018E-1,2.825400698E0
6.214874458E0,-3.225780010E0,5.588085577E-2,2.158111036E-1,3.233473949E0
6.224877458E0,-3.667007923E0,1.316947164E-3,1.333551109E-1,3.669432167E0
6.234880458E0,-4.052341461E0,-7.003583014E-2,4.269542173E-2,4.053171503E0
6.244883458E0,-4.295032501E0,-1.775066406E-1,-4.036857188E-2,4.298888509E0
6.254885458E0,-4.405554295E0,-2.363465279E-1,-6.409689784E-2,4.412355010E0
6.264888458E0,-4.439373493E0,-2.421791255E-1,-5.909494683E-2,4.446367051E0
6.274891458E0,-4.408582211E0,-1.774927825E-1,-6.797464192E-2,4.412677345E0
6.284894458E0,-4.210611343E0,4.920702428E-3,-2.627086937E-1,4.218801720E0
6.294897458E0,-4.009653091E0,3.778405115E-2,-6.394007802E-1,4.060489983E0
6.304900458E0,-3.974320173E0,-1.740443110E-1,-9.279587865E-1,4.084925920E0
6.314902458E0,-4.055243969E0,-6.655921340E-1,-9.984627366E-1,4.229059514E0
6.324905458E0,-3.994608164E0,-1.241602302E0,-9.815710783E-1,4.296737418E0
6.334908458E0,-3.605860472E0,-1.749361873E0,-9.760425091E-1,4.124943113E0
6.344911458E0,-2.969513893E0,-2.039269447E0,-1.000439525E0,3.738651078E0
6.354914458E0,-2.224379539E0,-2.234968901E0,-1.036015391E0,3.319077916E0
6.364917458E0,-1.107436061E0,-2.283704996E0,-9.220756292E-1,2.700360458E0
6.374919458E0,-2.813763618E-1,-2.165879488E0,-8.014285564E-1,2.326476809E0
6.384922458E0,2.376457751E-1,-1.823183298E0,-8.029468656E-1,2.006289242E0
6.394925458E0,9.688675404E-1,-1.616096377E0,-8.464633226E-1,2.065665018E0
6.404928458E0,1.776949167E0,-1.313049436E0,-8.153751493E-1,2.355097407E0
6.414931458E0,2.552320719E0,-9.773709774E-1,-6.752951741E-1,2.815247529E0
6.424933458E0,3.262622833E0,-7.329236865E-1,-5.673537850E-1,3.391721569E0
6.434936458E0,3.866157532E0,-4.937687218E-1,-5.738996863E-1,3.939586585E0
6.444939458E0,4.357298374E0,-3.432191610E-1,-6.339741945E-1,4.416533912E0
6.454942458E0,4.753706455E0,-3.316426575E-1,-6.937112212E-1,4.815490336E0
6.464945458E0,5.070054531E0,-4.348036647E-1,-6.855803728E-1,5.134639970E0
6.474948458E0,5.295929432E0,-6.106340289E-1,-6.331499815E-1,5.368484084E0
6.484950458E0,5.423015594E0,-8.254646063E-1,-5.504058003E-1,5.513024261E0
6.494953458E0,5.408504486E0,-9.069545865E-1,-4.935454428E-1,5.506185113E0
6.504956458E0,5.254843235E0,-9.032378793E-1,-4.495356679E-1,5.350822218E0
6.514959458E0,4.996474266E0,-7.745335698E-1,-3.987697661E-1,5.071851207E0
6.524962458E0,4.585585594E0,-5.572531819E-1,-4.323602021E-1,4.639510933E0
6.534964458E0,4.085654736E0,-2.688004375E-1,-4.738921225E-1,4.121820233E0
6.544967458E0,3.561383247E0,3.591979295E-2,-4.874081910E-1,3.594761134E0
6.554970458E0,3.010135174E0,3.178081810E-1,-4.949790537E-1,3.067070274E0
6.564973458E0,2.424986601E0,5.706787705E-1,-5.280176997E-1,2.546573573E0
6.574976458E0,1.835139036E0,8.092602491E-1,-5.870028734E-1,2.089787024E0
6.584978458E0,1.264171362E0,1.037804484E0,-6.261278987E-1,1.751343349E0
6.594981458E0,7.246070504E-1,1.260777354E0,-6.480554938E-1,1.592039835E0
6.604984458E0,2.448660433E-1,1.426191330E0,-6.441976428E-1,1.583973387E0
6.614987458E0,-1.241228208E-1,1.526515126E0,-5.849336982E-1,1.639451840E0
6.624990458E0,-3.869493902E-1,1.607055306E0,-5.038590431E-1,1.728071331E0
6.634993458E0,-5.911546350E-1,1.668697953E0,-4.323871136E-1,1.822354323E0
6.644995458E0,-7.474672794E-1,1.686372995E0,-3.726995587E-1,1.881878363E0
6.654998458E0,-8.694772124E-1,1.627604127E0,-3.036293089E-1,1.870100686E0
6.665001458E0,-9.867684245E-1,1.520096540E0,-2.225725502E-1,1.825909077E0
6.675004458E0,-1.121146560E0,1.406756639E0,-1.484480798E-1,1.804984954E0
6.685007458E0,-1.288874507E0,1.322569132E0,-6.858494133E-2,1.847996347E0
6.695009583E0,-1.480226874E0,1.263269663E0,5.277030170E-3,1.946008656E0
6.705012583E0,-1.697497606E0,1.178280711E0,5.993574858E-2,2.067229027E0
6.715015583E0,-1.933538914E0,1.077797890E0,8.475480974E-2,2.215266214E0
6.725018583E0,-2.180076599E0,9.676420689E-1,9.722799063E-2,2.387156977E0
6.735021583E0,-2.395120859E0,8.023002744E-1,1.087937504E-1,2.528265362E0
6.745024583E0,-2.586870909E0,5.187271833E-1,1.182269305E-1,2.641014312E0
6.755026583E0,-2.802520514E0,1.055379212E-1,1.074586138E-1,2.806564953E0
6.765029583E0,-3.081621408E0,-3.422891200E-1,8.797945827E-2,3.101820874E0
6.775032583E0,-3.401860952E0,-7.530444264E-1,1.086151302E-1,3.485904631E0
6.785035583E0,-3.724757433E0,-1.125729799E0,1.653745621E-1,3.894667413E0
6.795038583E0,-4.088565350E0,-1.407191515E0,2.833119333E-1,4.333222846E0
6.805040583E0,-4.484743595E0,-1.700400710E0,4.449985623E-1,4.816877766E0
6.815043583E0,-4.850937366E0,-1.946738124E0,5.797355175E-1,5.259037548E0
6.825046583E0,-5.075171947E0,-2.004614592E0,6.318684816E-1,5.493187393E0
6.835049583E0,-5.024757862E0,-1.728166938E0,5.391861796E-1,5.340924477E0
6.845052583E0,-4.612160683E0,-1.113775492E0,3.061577678E-1,4.754603515E0
6.855054583E0,-4.246718884E0,-8.581039906E-1,2.635942400E-1,4.340558220E0
6.865057583E0,-4.101703644E0,-9.654440284E-1,4.701194465E-1,4.239937175E0
6.875060583E0,-3.947615147E0,-1.026831388E0,7.251318693E-1,4.142929431E0
6.885063583E0,-3.594004154E0,-1.000108242E0,8.612958193E-1,3.828695972E0
6.895066583E0,-3.010015488E0,-1.000129342E0,8.689442277E-1,3.288695183E0
6.905069583E0,-2.234754801E0,-9.724463224E-1,8.517303467E-1,2.581709793E0
6.915071583E0,-1.263782859E0,-9.118719101E-1,9.407020211E-1,1.820323539E0
6.925074583E0,-2.388713956E-1,-8.300963640E-1,9.457985163E-1,1.280880303E0
6.935077583E0,8.405045867E-1,-6.296362281E-1,8.616667986E-1,1.358440066E0
6.945080583E0,1.998422265E0,-4.024518132E-1,6.507771611E-1,2.139899513E0
6.955083583E0,3.078734398E0,-2.153507173E-1,3.348369002E-1,3.104367435E0
6.965085583E0,3.999773502E0,-2.499595284E-2,-7.165867090E-2,4.000493449E0
6.975088583E0,4.790975094E0,3.912729025E-1,-3.249780238E-1,4.817898665E0
6.985091583E0,5.365634918E0,8.890177011E-1,-3.815385103E-1,5.452152069E0
6.995094583E0,5.763329506E0,1.240557075E0,-2.882536352E-1,5.902375709E0
7.005097583E0,6.000524521E0,1.418215156E0,-1.065989062E-1,6.166765123E0
7.015100583E0,6.000648499E0,1.428200245E0,6.577224284E-2,6.168619321E0
7.025102583E0,5.745282650E0,1.323953986E0,2.157356292E-1,5.899802433E0
7.035105583E0,5.286035061E0,1.171654105E0,3.349758387E-1,5.424679605E0
7.045108583E0,4.665881634E0,9.257370234E-1,4.244655073E-1,4.775731507E0
7.055111583E0,3.957788706E0,6.022979021E-1,4.928154349E-1,4.033574253E0
7.065114583E0,3.229641676E0,2.890081704E-1,5.137960911E-1,3.283001295E0
7.075116583E0,2.579598904E0,7.951239496E-2,4.934682846E-1,2.627577529E0
7.085119583E0,2.035330772E0,-8.970832825E-2,4.779601395E-1,2.092621521E0
7.095122583E0,1.623394132E0,-1.835725605E-1,4.777191579E-1,1.702152457E0
7.105125583E0,1.327565908E0,-1.903303415E-1,4.648731351E-1,1.419423796E0
7.115128583E0,1.123887181E0,-1.613311172E-1,4.209476709E-1,1.210928184E0
7.125130583E0,1.000600100E0,-9.199518710E-2,3.604715466E-1,1.067522089E0
7.135133583E0,9.224410057E-1,-9.409477934E-3,2.874810100E-1,9.662459720E-1
7.145136583E0,8.618551493E-1,7.318553329E-2,2.058934867E-1,8.891245967E-1
7.155139583E0,8.082325459E-1,1.753562689E-1,1.231173798E-1,8.361504401E-1
7.165142583E0,7.429696321E-1,2.853871882E-1,5.171536654E-2,7.975739468E-1
7.175145583E0,6.434514523E-1,3.817977607E-1,-3.834217787E-4,7.481974663E-1
7.185147583E0,4.967696071E-1,4.480148852E-1,-2.440593392E-2,6.693975123E-1
7.195150583E0,2.837708294E-1,4.905115068E-1,-2.342803031E-2,5.671651387E-1
7.205153583E0,1.985105500E-2,5.176776052E-1,-1.329709962E-2,5.182286948E-1
7.215156583E0,-2.706797123E-1,5.284132361E-1,1.260551531E-2,5.938408489E-1
7.225159583E0,-5.906917453E-1,5.225816965E-1,5.582702160E-2,7.906484831E-1
7.235161583E0,-9.451092482E-1,4.451845586E-1,1.081168577E-1,1.050290454E0
7.245164583E0,-1.333671331E0,2.977434397E-1,1.624834239E-1,1.376129078E0
7.255167583E0,-1.735038877E0,1.174598932E-1,2.293306440E-1,1.754066496E0
7.265170583E0,-2.147479057E0,-9.044137597E-2,3.080502152E-1,2.171345408E0
7.275173583E0,-2.551637411E0,-3.009108305E-1,3.754890859E-1,2.596611804E0
7.285175583E0,-2.911731005E0,-5.139470100E-1,4.223929644E-1,2.986759915E0
7.295178583E0,-3.221271992E0,-7.309676409E-1,4.531899989E-1,3.334109793E0
7.305181583E0,-3.507696629E0,-8.625184298E-1,4.656714499E-1,3.642076822E0
7.315184583E0,-3.735110044E0,-8.797857761E-1,3.895206749E-1,3.857045036E0
7.325187583E0,-3.866389275E0,-6.948385239E-1,2.789587379E-1,3.938220991E0
7.335190583E0,-4.018313408E0,-7.327616811E-1,3.029704988E-1,4.095799488E0
7.345192583E0,-4.258318424E0,-9.608901739E-1,4.598871469E-1,4.389542336E0
7.355195583E0,-4.538864136E0,-1.146595478E0,6.077875495E-1,4.720738770E0
7.365198583E0,-4.638793468E0,-1.131335258E0,7.365929484E-1,4.831241402E0
7.375201583E0,-4.354969025E0,-9.644747376E-1,8.006195426E-1,4.531772101E0
7.385204583E0,-3.683400869E0,-6.677040458E-1,6.306994557E-1,3.796189202E0
7.395206583E0,-2.613157749E0,-2.237917483E-1,2.959164977E-1,2.639364079E0
7.405209583E0,-1.201964378E0,2.297866642E-1,-4.327861220E-2,1.224497169E0
7.415212583E0,3.528337777E-1,5.228061676E-1,-3.414783478E-1,7.172345680E-1
7.425215583E0,1.742886186E0,5.499688387E-1,-6.088493466E-1,1.926347712E0
7.435218583E0,2.777162790E0,5.187952518E-1,-7.763293982E-1,2.929926452E0
7.445220583E0,3.437223434E0,2.817864716E-1,-7.744958401E-1,3.534650246E0
7.455223583E0,3.781565905E0,4.550256766E-3,-6.918637753E-1,3.844338289E0
7.465226583E0,4.086209297E0,1.063503847E-1,-6.691837907E-1,4.142007215E0
7.475229583E0,4.403626919E0,4.209156632E-1,-7.697488070E-1,4.490168511E0
7.485232583E0,4.643952847E0,6.541656852E-1,-8.542309403E-1,4.766963529E0
7.495235583E0,4.800902367E0,8.202847838E-1,-8.601368666E-1,4.945843314E0
7.505237583E0,4.857059479E0,8.866065145E-1,-7.660692334E-1,4.996394696E0
7.515240583E0,4.846257687E0,8.509913087E-1,-5.771327019E-1,4.954137859E0
7.525243583E0,4.673630238E0,6.282908916E-1,-3.901822269E-1,4.731787317E0
7.535246583E0,4.344005108E0,3.089744747E-1,-2.768853307E-1,4.363772575E0
7.545249583E0,3.868898392E0,1.081875786E-1,-2.521456182E-1,3.878615311E0
7.555251583E0,3.295506001E0,1.012515053E-1,-2.685239613E-1,3.307977749E0
7.565254583E0,2.624086380E0,1.727869362E-1,-2.833567262E-1,2.644990678E0
7.575257583E0,1.850810051E0,2.465287894E-1,-3.172750175E-1,1.893921256E0
7.585260583E0,1.054807425E0,3.394022584E-1,-3.768832088E-1,1.170407429E0
7.595263583E0,3.388279080E-1,4.226612747E-1,-4.426141083E-1,6.995385288E-1
7.605265583E0,-2.280355394E-1,3.818379641E-1,-4.420886636E-1,6.270907626E-1
7.615268583E0,-6.995502710E-1,1.093810201E-1,-3.860667646E-1,8.064628547E-1
7.625271583E0,-1.098207951E0,-2.898577154E-1,-2.738803029E-1,1.168370069E0
7.635274583E0,-1.445371747E0,-7.327795029E-1,-1.568013579E-1,1.628082293E0
7.645277583E0,-1.719599247E0,-1.236217856E0,-5.650005117E-2,2.118595859E0
7.655279583E0,-1.893888116E0,-1.646522641E0,1.381175127E-2,2.509589562E0
7.665282583E0,-1.815723538E0,-1.563303471E0,-1.158681605E-2,2.396018356E0
7.675285583E0,-1.289222479E0,-7.744185925E-1,-2.280528992E-1,1.521126846E0
7.685288583E0,-5.452301502E-1,2.357863486E-1,-5.148642063E-1,7.861019462E-1
7.695291625E0,-8.477108181E-2,7.485558391E-1,-6.685955524E-1,1.007244753E0
7.705294625E0,2.224644274E-2,8.740634322E-1,-7.075451016E-1,1.124767469E0
7.715296625E0,-4.949850217E-2,8.798809052E-1,-7.167444825E-1,1.135941531E0
7.725299625E0,-1.998328716E-1,8.497696519E-1,-6.787251830E-1,1.105761960E0
7.735302625E0,-3.899572492E-1,8.022950888E-1,-5.864662528E-1,1.067561114E0
7.745305625E0,-5.938999653E-1,7.199485302E-1,-4.592603743E-1,1.040174575E0
7.755308625E0,-7.923520207E-1,6.312198043E-1,-3.180801570E-1,1.061807493E0
7.765310625E0,-9.997531772E-1,5.425354838E-1,-1.796610504E-1,1.151576858E0
7.775313625E0,-1.251642585E0,4.669342637E-1,-6.743445992E-2,1.337603892E0
7.785316625E0,-1.547561884E0,4.622274041E-1,4.235861823E-2,1.615672061E0
7.795319625E0,-1.857492089E0,4.705262184E-1,1.237958595E-1,1.920155514E0
7.805322625E0,-2.209216118E0,4.529392421E-1,1.761538833E-1,2.262038904E0
7.815324625E0,-2.642878056E0,3.318275511E-1,1.809627563E-1,2.669768053E0
7.825327625E0,-3.139724731E0,2.250065655E-1,7.903425395E-2,3.148768927E0
7.835330625E0,-3.537275314E0,3.531540334E-1,-7.143044472E-2,3.555578255E0
7.845333625E0,-3.900586605E0,5.284984112E-1,-1.606055796E-1,3.939502581E0
7.855336625E0,-4.310914993E0,5.394302607E-1,-1.442627609E-1,4.346928206E0
7.865339625E0,-4.738829613E0,4.078274965E-1,-1.285461038E-1,4.758082961E0
7.875341625E0,-5.122971058E0,3.100037873E-1,-9.359283000E-2,5.133195343E0
7.885344625E0,-5.495366573E0,8.742714673E-2,-8.305975795E-2,5.496689568E0
7.895347625E0,-5.672163010E0,-2.125052959E-1,-1.041492373E-1,5.677097742E0
7.905350625E0,-5.567296028E0,-6.506016254E-1,-1.360094249E-1,5.606832092E0
7.915353625E0,-5.125373840E0,-1.515061378E0,-1.910371035E-1,5.348024229E0
7.925355625E0,-4.248302937E0,-2.722911596E0,-1.003647149E-1,5.047018771E0
7.935358625E0,-2.852237940E0,-3.712432384E0,1.360162348E-1,4.683579389E0
7.945361625E0,-1.046517849E0,-3.994374752E0,4.095710814E-1,4.149455113E0
7.955364625E0,7.166383266E-1,-3.485061646E0,6.110981107E-1,3.610078402E0
7.965367625E0,2.132953405E0,-2.619045019E0,6.791507006E-1,3.445305896E0
7.975369625E0,2.924385548E0,-1.920837164E0,8.678607941E-1,3.604834060E0
7.985372625E0,3.239940643E0,-6.642123461E-1,1.041912556E0,3.467560408E0
7.995375625E0,3.188843489E0,7.311035395E-1,1.112347007E0,3.455510244E0
8.005378625E0,3.312958956E0,8.497263193E-1,1.152681112E0,3.609211217E0
8.015381625E0,3.548884392E0,5.335260034E-1,1.167233944E0,3.773813125E0
8.025383625E0,3.718095779E0,1.611281931E-1,1.250368237E0,3.926018244E0
8.035386625E0,3.924314737E0,-7.292371988E-2,1.330583930E0,4.144395930E0
8.045389625E0,4.280235767E0,-2.251843512E-1,1.371846199E0,4.500343121E0
8.055392625E0,4.790941238E0,-9.262158722E-2,1.331869602E0,4.973487041E0
8.065395625E0,5.208434582E0,3.030503690E-1,1.275759935E0,5.370958362E0
8.075397625E0,5.686442375E0,1.082451224E0,1.215766311E0,5.914847019E0
8.085400625E0,5.913032055E0,1.815026641E0,1.112198710E0,6.284525102E0
8.095403625E0,5.794613361E0,2.424062490E0,9.526074529E-1,6.353037378E0
8.105406625E0,5.266524315E0,2.836735249E0,8.046779037E-1,6.035797525E0
8.115409625E0,4.554655552E0,3.048366070E0,6.485533714E-1,5.518880717E0
8.125411625E0,3.812735796E0,2.740500927E0,5.890492797E-1,4.732259358E0
8.135414625E0,3.161032200E0,2.182225227E0,6.481726170E-1,3.895427994E0
8.145417625E0,2.617073774E0,1.671743035E0,8.244565725E-1,3.213024830E0
8.155420625E0,2.028699636E0,1.296987772E0,9.982662797E-1,2.606594533E0
8.165423625E0,1.396566391E0,1.023154616E0,1.053133488E0,2.026408941E0
8.175426625E0,7.619709373E-1,7.801305056E-1,9.602140784E-1,1.453001855E0
8.185428625E0,2.732704878E-1,4.359667003E-1,7.331686616E-1,8.957008483E-1
8.195431625E0,3.560718149E-2,1.061117128E-1,4.282373488E-1,4.426226314E-1
8.205434625E0,8.390094340E-2,-1.171943396E-1,3.760178089E-1,4.026950138E-1
8.215437625E0,3.084083200E-1,-1.497898698E-1,4.657434225E-1,5.783334959E-1
8.225440625E0,6.038303971E-1,-7.889863849E-2,5.683313608E-1,8.329685945E-1
8.235442625E0,8.405270576E-1,6.347721815E-2,6.192250252E-1,1.045922905E0
8.245445625E0,1.003552198E0,1.029729620E-1,6.320154071E-1,1.190446942E0
8.255448625E0,1.053365588E0,8.323477209E-2,6.044358015E-1,1.217312502E0
8.265451625E0,9.727666974E-1,2.232135832E-2,5.819235444E-1,1.133758485E0
8.275454625E0,7.946683764E-1,-6.088160351E-2,5.504369140E-1,9.685996048E-1
8.285456625E0,5.662934780E-1,-1.717431396E-1,5.068026185E-1,7.791231632E-1
8.295459625E0,3.337125182E-1,-3.660876453E-1,4.690776169E-1,6.822155228E-1
8.305462625E0,1.082048193E-1,-5.907583237E-1,4.524744153E-1,7.519553021E-1
8.315465625E0,-9.952910244E-2,-7.639552951E-1,3.972268701E-1,8.667888563E-1
8.325468625E0,-3.056426048E-1,-8.559190631E-1,3.076687753E-1,9.595180664E-1
8.335470625E0,-4.991404712E-1,-8.945598602E-1,2.215932757E-1,1.048084984E0
8.345473625E0,-6.616894007E-1,-8.689282537E-1,1.686371118E-1,1.105127888E0
8.355476625E0,-7.804179192E-1,-7.984956503E-1,1.276515871E-1,1.123807083E0
8.365479625E0,-8.716437221E-1,-7.696732879E-1,1.047023311E-1,1.167528298E0
8.375482625E0,-9.883469939E-1,-7.161949277E-1,7.879838347E-2,1.223100217E0
8.385484625E0,-1.165284157E0,-7.113717198E-1,2.741162479E-2,1.365535897E0
8.395487625E0,-1.383507729E0,-7.221642733E-1,-2.885022387E-2,1.560912300E0
8.405490625E0,-1.619636893E0,-7.605031729E-1,-1.046621650E-1,1.792356803E0
8.415493625E0,-1.861358523E0,-8.710712194E-1,-2.512989342E-1,2.070403771E0
8.425496625E0,-2.153566360E0,-1.008970261E0,-4.127847552E-1,2.413764759E0
8.435499625E0,-2.441122055E0,-1.151895642E0,-4.985668659E-1,2.744906078E0
8.445501625E0,-2.794925213E0,-1.157515764E0,-4.608922005E-1,3.060044331E0
8.455504625E0,-3.267368555E0,-8.430663943E-1,-3.259759247E-1,3.390091226E0
8.465507625E0,-3.786966324E0,-3.719460070E-1,-1.122971773E-1,3.806844944E0
8.475510625E0,-4.266324520E0,2.813827991E-1,9.589792043E-2,4.276668984E0
8.485513625E0,-4.641847610E0,1.040895820E0,2.045072317E-1,4.761516203E0
8.495515625E0,-4.943063259E0,1.795056105E0,1.755150706E-1,5.261834884E0
8.505518625E0,-5.267871857E0,2.600215912E0,4.638132080E-2,5.874840246E0
8.515521625E0,-5.772542000E0,3.225478888E0,-3.064374626E-1,6.619657024E0
8.525524625E0,-6.342361450E0,3.390761614E0,-9.355759621E-1,7.252455823E0
8.535527625E0,-6.515300274E0,2.913976192E0,-1.569360137E0,7.307755206E0
8.545529625E0,-5.597611904E0,2.079813719E0,-1.789872527E0,6.233981697E0
8.555532625E0,-3.920075178E0,1.668437600E0,-1.571149588E0,4.540835216E0
8.565535625E0,-2.152500153E0,1.437291265E0,-1.284592628E0,2.889505374E0
8.575538625E0,-5.078836083E-1,1.141458035E0,-1.110166192E0,1.671329165E0
8.585541625E0,8.938350677E-1,7.258205414E-1,-1.196506381E0,1.660537295E0
8.595543625E0,1.889128327E0,3.373452723E-1,-1.529250979E0,2.453816666E0
8.605546625E0,2.514885902E0,1.736455560E-1,-1.896748781E0,3.154751943E0
8.615549625E0,2.910525799E0,1.925133914E-1,-2.114289045E0,3.602560201E0
8.625552625E0,3.149646521E0,3.399251997E-1,-2.150140524E0,3.828697771E0
8.635555625E0,3.251592159E0,5.965483189E-1,-2.056770802E0,3.893459592E0
8.645557625E0,3.243615150E0,9.157359004E-1,-1.906614900E0,3.872310920E0
8.655560625E0,3.168073416E0,1.144185185E0,-1.738115788E0,3.790368768E0
8.665563625E0,3.060395479E0,1.303431034E0,-1.572710633E0,3.679452634E0
8.675566625E0,2.948638916E0,1.443071485E0,-1.387141109E0,3.563858474E0
8.685569625E0,2.821693897E0,1.470036983E0,-1.166118503E0,3.388627679E0
8.695571958E0,2.683058739E0,1.329887629E0,-9.190188646E-1,3.132411367E0
8.705573958E0,2.531414032E0,1.024134040E0,-6.788664460E-1,2.813852730E0
8.715576958E0,2.373034954E0,6.384563446E-1,-4.776247442E-1,2.503407037E0
8.725579958E0,2.167181730E0,3.128899932E-1,-3.326704800E-1,2.214779097E0
8.735582958E0,1.938964844E0,-1.083885413E-2,-2.375853211E-1,1.953496591E0
8.745585958E0,1.713304758E0,-2.801118791E-1,-1.857136041E-1,1.745956873E0
8.755587958E0,1.497717857E0,-4.184136987E-1,-1.838543713E-1,1.565896304E0
8.765590958E0,1.313317180E0,-4.291385114E-1,-2.267600298E-1,1.400136417E0
8.775593958E0,1.160308003E0,-3.967514634E-1,-2.817555368E-1,1.258218013E0
8.785596958E0,1.050230026E0,-3.499307036E-1,-3.241384029E-1,1.153473151E0
8.795599958E0,9.823396802E-1,-3.149093688E-1,-3.323070407E-1,1.083783709E0
8.805601958E0,9.470506907E-1,-2.958847880E-1,-2.969644964E-1,1.035683702E0
8.815604958E0,9.320563674E-1,-2.724699676E-1,-2.105198801E-1,9.936234574E-1
8.825607958E0,9.132440686E-1,-2.224648297E-1,-5.762967840E-2,9.417146644E-1
8.835610958E0,8.684423566E-1,-1.524153501E-1,1.111502871E-1,8.886939586E-1
8.845613958E0,7.976400852E-1,-9.440823644E-2,2.455376536E-1,8.398996130E-1
8.855615958E0,7.250960469E-1,-7.859018445E-2,3.273618817E-1,7.994413649E-1
8.865618958E0,6.492958069E-1,-1.029202864E-1,3.677290082E-1,7.532610793E-1
8.875621958E0,5.705690980E-1,-1.365005672E-1,3.820941746E-1,7.001267447E-1
8.885624958E0,4.635795355E-1,-1.470386833E-1,3.836779594E-1,6.194635878E-1
8.895627958E0,3.126080334E-1,-1.181751937E-1,4.032177329E-1,5.237114655E-1
8.905629958E0,9.995008260E-2,-4.914526641E-2,4.295414984E-1,4.437467466E-1
8.915632958E0,-1.901381612E-1,6.540199369E-2,4.377917051E-1,4.817587759E-1
8.925635958E0,-5.526319146E-1,1.982551217E-1,3.931131661E-1,7.065727759E-1
8.935638958E0,-9.771875739E-1,3.480861783E-1,2.784061432E-1,1.074043539E0
8.945641958E0,-1.431422472E0,4.914957881E-1,7.507324964E-2,1.515313300E0
8.955643958E0,-1.880606413E0,6.207538247E-1,-1.905413866E-1,1.989553169E0
8.965646958E0,-2.297457457E0,5.885298848E-1,-4.921425283E-1,2.422164829E0
8.975649958E0,-2.672673464E0,3.469023705E-1,-8.350040317E-1,2.821481248E0
8.985652958E0,-3.012596607E0,-1.349555999E-1,-1.179729462E0,3.238165057E0
8.995655958E0,-3.307439804E0,-8.832816482E-1,-1.471241236E0,3.726109942E0
9.005657958E0,-3.434425354E0,-1.656064391E0,-1.529795885E0,4.108296755E0
9.015660958E0,-3.356512308E0,-2.001813650E0,-1.398417354E0,4.150783524E0
9.025663958E0,-3.254702330E0,-1.703829646E0,-1.317130804E0,3.902685777E0
9.035666958E0,-3.252937555E0,-9.841741323E-1,-1.301636100E0,3.639293612E0
9.045669958E0,-3.264281034E0,-2.490671426E-1,-1.311038017E0,3.526526024E0
9.055671958E0,-3.146994829E0,2.507685721E-1,-1.376387239E0,3.443966196E0
9.065674958E0,-2.899964094E0,3.906100988E-1,-1.496542335E0,3.286640679E0
9.075677958E0,-2.482984543E0,1.716700792E-1,-1.606952548E0,2.962596724E0
9.085680958E0,-1.957873344E0,-1.970216632E-1,-1.629906297E0,2.555128197E0
9.095683958E0,-1.479954243E0,-5.727414489E-1,-1.518301129E0,2.196254914E0
9.105685958E0,-1.109599590E0,-8.665866256E-1,-1.299490452E0,1.915948607E0
9.115688958E0,-8.318917155E-1,-9.405979514E-1,-1.016840219E0,1.615776087E0
9.125691958E0,-6.136725545E-1,-7.504783273E-1,-7.282877564E-1,1.212524136E0
9.135694958E0,-4.070146382E-1,-4.360710382E-1,-5.117018223E-1,7.859119677E-1
9.145697958E0,-1.671133339E-1,-1.634767950E-1,-3.935144842E-1,4.577173561E-1
9.155699958E0,8.976799995E-2,4.585861228E-3,-3.420189619E-1,3.536329937E-1
9.165702958E0,3.206382394E-1,7.663635164E-2,-3.236444890E-1,4.619824307E-1
9.175705958E0,5.241898894E-1,5.423281342E-2,-3.302393556E-1,6.219117865E-1
9.185708958E0,6.925685406E-1,8.461063728E-3,-3.394350111E-1,7.713228246E-1
9.195711958E0,8.118799925E-1,-4.789346084E-2,-3.206959367E-1,8.742361178E-1
9.205714958E0,8.784422278E-1,-9.653503448E-2,-2.744884789E-1,9.253775908E-1
9.215716958E0,9.108700752E-1,-1.052764654E-1,-2.143413424E-1,9.416526107E-1
9.225719958E0,9.289183021E-1,-9.976372123E-2,-1.509471983E-1,9.463757545E-1
9.235722958E0,9.301943779E-1,-1.136374325E-1,-6.746526062E-2,9.395353150E-1
9.245725958E0,9.019278884E-1,-1.510710865E-1,2.471606620E-2,9.148263622E-1
9.255728958E0,8.419973254E-1,-2.273801267E-1,1.085345298E-1,8.788862055E-1
9.265730958E0,7.704304457E-1,-3.373060822E-1,1.619338393E-1,8.564817763E-1
9.275733958E0,7.126558423E-1,-4.326745570E-1,1.761929393E-1,8.521323686E-1
9.285736958E0,6.818547845E-1,-4.689106047E-1,1.654572040E-1,8.439070972E-1
9.295739958E0,6.882362962E-1,-4.315286577E-1,1.364871562E-1,8.237201743E-1
9.305742958E0,7.349769473E-1,-3.690389097E-1,1.018058732E-1,8.287009507E-1
9.315744958E0,7.935882807E-1,-2.989360094E-1,7.607396692E-2,8.514295892E-1
9.325747958E0,8.188257217E-1,-2.082010508E-1,7.808465511E-2,8.484812629E-1
9.335750958E0,8.009158373E-1,-1.499177814E-1,1.036901549E-1,8.213970829E-1
9.345753958E0,7.468459010E-1,-9.149096161E-2,1.593755037E-1,7.691228426E-1
9.355756958E0,6.731097698E-1,-3.025139216E-3,2.341204137E-1,7.126698266E-1
